Feature,Importance
cat__customer_city_caicara do norte,0.0
cat__customer_city_caico,0.0
cat__customer_city_caieiras,0.0
cat__customer_city_cairu,0.0
cat__customer_city_caiua,0.0
cat__customer_city_caraubas,0.0
cat__customer_city_carazinho,0.0
cat__customer_city_brauna,0.0
cat__customer_city_conceicao,0.0
cat__customer_city_colombia,0.0
cat__customer_city_colombo,0.0
cat__customer_city_colonia castrolanda,0.0
cat__customer_city_colonia jordaozinho,0.0
cat__customer_city_colonia leopoldina,0.0
cat__customer_city_colonia vitoria,0.0
cat__customer_city_colorado,0.0
cat__customer_city_colorado do oeste,0.0
cat__customer_city_coluna,0.0
cat__customer_city_combinado,0.0
cat__customer_city_comendador levy gasparian,0.0
cat__customer_city_comodoro,0.0
cat__customer_city_conceicao da aparecida,0.0
cat__customer_city_colmeia,0.0
cat__customer_city_conceicao da barra,0.0
cat__customer_city_conceicao da feira,0.0
cat__customer_city_conceicao das alagoas,0.0
cat__customer_city_conceicao das pedras,0.0
cat__customer_city_conceicao de macabu,0.0
cat__customer_city_conceicao do almeida,0.0
cat__customer_city_conceicao do araguaia,0.0
cat__customer_city_conceicao do caninde,0.0
cat__customer_city_conceicao do castelo,0.0
cat__customer_city_conceicao do coite,0.0
cat__customer_city_conceicao do formoso,0.0
cat__customer_city_conceicao do jacuipe,0.0
cat__customer_city_colniza,0.0
cat__customer_city_colinas do tocantins,0.0
cat__customer_city_conceicao do para,0.0
cat__customer_city_clevelandia,0.0
cat__customer_city_cidade gaucha,0.0
cat__customer_city_cidade ocidental,0.0
cat__customer_city_cidelandia,0.0
cat__customer_city_cidreira,0.0
cat__customer_city_cipo,0.0
cat__customer_city_cipo-guacu,0.0
cat__customer_city_ciriaco,0.0
cat__customer_city_claraval,0.0
cat__customer_city_claro dos pocoes,0.0
cat__customer_city_claudia,0.0
cat__customer_city_claudio,0.0
cat__customer_city_clementina,0.0
cat__customer_city_coaraci,0.0
cat__customer_city_colinas,0.0
cat__customer_city_coari,0.0
cat__customer_city_cocais,0.0
cat__customer_city_cocal,0.0
cat__customer_city_cocal do sul,0.0
cat__customer_city_cocalinho,0.0
cat__customer_city_cocalzinho de goias,0.0
cat__customer_city_cocos,0.0
cat__customer_city_codo,0.0
cat__customer_city_coelho neto,0.0
cat__customer_city_coite do noia,0.0
cat__customer_city_colider,0.0
cat__customer_city_colina,0.0
cat__customer_city_conceicao do mato dentro,0.0
cat__customer_city_conceicao do rio verde,0.0
cat__customer_city_carbonita,0.0
cat__customer_city_coronel joao sa,0.0
cat__customer_city_coremas,0.0
cat__customer_city_corguinho,0.0
cat__customer_city_coribe,0.0
cat__customer_city_corinto,0.0
cat__customer_city_cornelio procopio,0.0
cat__customer_city_coroaci,0.0
cat__customer_city_coroados,0.0
cat__customer_city_coroata,0.0
cat__customer_city_coromandel,0.0
cat__customer_city_coronel fabriciano,0.0
cat__customer_city_coronel freitas,0.0
cat__customer_city_coronel joao pessoa,0.0
cat__customer_city_coronel macedo,0.0
cat__customer_city_cordeiros,0.0
cat__customer_city_coronel martins,0.0
cat__customer_city_coronel murta,0.0
cat__customer_city_coronel pacheco,0.0
cat__customer_city_coronel sapucaia,0.0
cat__customer_city_coronel vivida,0.0
cat__customer_city_corrego danta,0.0
cat__customer_city_corrego fundo,0.0
cat__customer_city_correia pinto,0.0
cat__customer_city_corrente,0.0
cat__customer_city_correntes,0.0
cat__customer_city_correntina,0.0
cat__customer_city_cortes,0.0
cat__customer_city_coreau,0.0
cat__customer_city_cordeiropolis,0.0
cat__customer_city_conceicao do tocantins,0.0
cat__customer_city_congonhas,0.0
cat__customer_city_conceicao dos ouros,0.0
cat__customer_city_conchal,0.0
cat__customer_city_conchas,0.0
cat__customer_city_concordia,0.0
cat__customer_city_concordia do para,0.0
cat__customer_city_condado,0.0
cat__customer_city_conde,0.0
cat__customer_city_condeuba,0.0
cat__customer_city_condor,0.0
cat__customer_city_confins,0.0
cat__customer_city_confresa,0.0
cat__customer_city_congonhal,0.0
cat__customer_city_congonhinhas,0.0
cat__customer_city_cordeiro,0.0
cat__customer_city_conquista,0.0
cat__customer_city_conrado,0.0
cat__customer_city_conselheiro mairinck,0.0
cat__customer_city_conselheiro pena,0.0
cat__customer_city_conservatoria,0.0
cat__customer_city_constantina,0.0
cat__customer_city_contenda,0.0
cat__customer_city_coqueiro baixo,0.0
cat__customer_city_coqueiros do sul,0.0
cat__customer_city_coracao de jesus,0.0
cat__customer_city_coracao de maria,0.0
cat__customer_city_corbelia,0.0
cat__customer_city_cicero dantas,0.0
cat__customer_city_cianorte,0.0
cat__customer_city_chui,0.0
cat__customer_city_cassia dos coqueiros,0.0
cat__customer_city_carolina,0.0
cat__customer_city_carpina,0.0
cat__customer_city_carrancas,0.0
cat__customer_city_caruaru,0.0
cat__customer_city_carutapera,0.0
cat__customer_city_carvalhopolis,0.0
cat__customer_city_casa branca,0.0
cat__customer_city_casa nova,0.0
cat__customer_city_casca,0.0
cat__customer_city_cascalho rico,0.0
cat__customer_city_casimiro de abreu,0.0
cat__customer_city_cassia,0.0
cat__customer_city_cassilandia,0.0
cat__customer_city_carnaubal,0.0
cat__customer_city_castanhal,0.0
cat__customer_city_castanheira,0.0
cat__customer_city_castelandia,0.0
cat__customer_city_castelo,0.0
cat__customer_city_castelo do piaui,0.0
cat__customer_city_castilho,0.0
cat__customer_city_castro,0.0
cat__customer_city_castro alves,0.0
cat__customer_city_cataguases,0.0
cat__customer_city_catalao,0.0
cat__customer_city_catanduva,0.0
cat__customer_city_catanduvas,0.0
cat__customer_city_carneirinho,0.0
cat__customer_city_carnaubais,0.0
cat__customer_city_chorrocho,0.0
cat__customer_city_carlos chagas,0.0
cat__customer_city_cardoso,0.0
cat__customer_city_cardoso moreira,0.0
cat__customer_city_careacu,0.0
cat__customer_city_caridade,0.0
cat__customer_city_carinhanha,0.0
cat__customer_city_carire,0.0
cat__customer_city_cariri do tocantins,0.0
cat__customer_city_caririacu,0.0
cat__customer_city_carius,0.0
cat__customer_city_carlinda,0.0
cat__customer_city_carlopolis,0.0
cat__customer_city_carlos barbosa,0.0
cat__customer_city_carmesia,0.0
cat__customer_city_carnauba dos dantas,0.0
cat__customer_city_carmo,0.0
cat__customer_city_carmo da cachoeira,0.0
cat__customer_city_carmo da mata,0.0
cat__customer_city_carmo de minas,0.0
cat__customer_city_carmo do cajuru,0.0
cat__customer_city_carmo do paranaiba,0.0
cat__customer_city_carmo do rio claro,0.0
cat__customer_city_carmo do rio verde,0.0
cat__customer_city_carmolandia,0.0
cat__customer_city_carmopolis,0.0
cat__customer_city_carmopolis de minas,0.0
cat__customer_city_carnaiba do sertao,0.0
cat__customer_city_catarina,0.0
cat__customer_city_catas altas,0.0
cat__customer_city_catende,0.0
cat__customer_city_chapada dos guimaraes,0.0
cat__customer_city_cerro grande do sul,0.0
cat__customer_city_cerro largo,0.0
cat__customer_city_cerro negro,0.0
cat__customer_city_cesario lange,0.0
cat__customer_city_ceu azul,0.0
cat__customer_city_cezarina,0.0
cat__customer_city_cha de alegria,0.0
cat__customer_city_cha grande,0.0
cat__customer_city_chacara,0.0
cat__customer_city_chale,0.0
cat__customer_city_chapada,0.0
cat__customer_city_chapada do norte,0.0
cat__customer_city_chapada gaucha,0.0
cat__customer_city_catigua,0.0
cat__customer_city_chapadao do ceu,0.0
cat__customer_city_chapadao do lageado,0.0
cat__customer_city_chapadao do sul,0.0
cat__customer_city_chapadinha,0.0
cat__customer_city_charqueada,0.0
cat__customer_city_charqueadas,0.0
cat__customer_city_charrua,0.0
cat__customer_city_chaval,0.0
cat__customer_city_chavantes,0.0
cat__customer_city_chaveslandia,0.0
cat__customer_city_chopinzinho,0.0
cat__customer_city_chorozinho,0.0
cat__customer_city_cerro azul,0.0
cat__customer_city_cerrito,0.0
cat__customer_city_cerquilho,0.0
cat__customer_city_cerqueira cesar,0.0
cat__customer_city_catole do rocha,0.0
cat__customer_city_catu,0.0
cat__customer_city_catu de abrantes,0.0
cat__customer_city_catuipe,0.0
cat__customer_city_caturama,0.0
cat__customer_city_caucaia,0.0
cat__customer_city_cavalcante,0.0
cat__customer_city_caxambu,0.0
cat__customer_city_caxambu do sul,0.0
cat__customer_city_caxias,0.0
cat__customer_city_caxingo,0.0
cat__customer_city_ceara-mirim,0.0
cat__customer_city_cedral,0.0
cat__customer_city_cedro,0.0
cat__customer_city_cedro de sao joao,0.0
cat__customer_city_cedro do abaete,0.0
cat__customer_city_ceilandia,0.0
cat__customer_city_celina,0.0
cat__customer_city_celso ramos,0.0
cat__customer_city_centenario,0.0
cat__customer_city_centenario do sul,0.0
cat__customer_city_central,0.0
cat__customer_city_centralina,0.0
cat__customer_city_cerejeiras,0.0
cat__customer_city_ceres,0.0
cat__customer_city_brazabrantes,0.0
cat__customer_city_brasilia de minas,0.0
cat__customer_city_macedonia,0.0
cat__customer_city_antunes,0.0
cat__customer_city_anitapolis,0.0
cat__customer_city_anta,0.0
cat__customer_city_anta gorda,0.0
cat__customer_city_antonina,0.0
cat__customer_city_antonina do norte,0.0
cat__customer_city_antonio cardoso,0.0
cat__customer_city_antonio carlos,0.0
cat__customer_city_antonio goncalves,0.0
cat__customer_city_antonio martins,0.0
cat__customer_city_antonio pereira,0.0
cat__customer_city_antonio prado,0.0
cat__customer_city_antonio prado de minas,0.0
cat__customer_city_aparecida,0.0
cat__customer_city_anicuns,0.0
cat__customer_city_aparecida d'oeste,0.0
cat__customer_city_aparecida de monte alto,0.0
cat__customer_city_aparecida do rio negro,0.0
cat__customer_city_aparecida do taboado,0.0
cat__customer_city_aperibe,0.0
cat__customer_city_apiaca,0.0
cat__customer_city_apiacas,0.0
cat__customer_city_apiai,0.0
cat__customer_city_apiuna,0.0
cat__customer_city_apodi,0.0
cat__customer_city_apora,0.0
cat__customer_city_apuarema,0.0
cat__customer_city_anita garibaldi,0.0
cat__customer_city_anhumas,0.0
cat__customer_city_apuiares,0.0
cat__customer_city_andira,0.0
cat__customer_city_ametista do sul,0.0
cat__customer_city_amontada,0.0
cat__customer_city_amparo,0.0
cat__customer_city_ampere,0.0
cat__customer_city_anadia,0.0
cat__customer_city_anage,0.0
cat__customer_city_analandia,0.0
cat__customer_city_anapolis,0.0
cat__customer_city_anastacio,0.0
cat__customer_city_anaurilandia,0.0
cat__customer_city_anchieta,0.0
cat__customer_city_andarai,0.0
cat__customer_city_andorinha,0.0
cat__customer_city_anhembi,0.0
cat__customer_city_andradas,0.0
cat__customer_city_andradina,0.0
cat__customer_city_andre da rocha,0.0
cat__customer_city_andrelandia,0.0
cat__customer_city_andrequice,0.0
cat__customer_city_angatuba,0.0
cat__customer_city_angelica,0.0
cat__customer_city_angelina,0.0
cat__customer_city_angical do piaui,0.0
cat__customer_city_angicos,0.0
cat__customer_city_angulo,0.0
cat__customer_city_angustura,0.0
cat__customer_city_apucarana,0.0
cat__customer_city_aquidaba,0.0
cat__customer_city_arenopolis,0.0
cat__customer_city_aratuba,0.0
cat__customer_city_arapua,0.0
cat__customer_city_araputanga,0.0
cat__customer_city_araquari,0.0
cat__customer_city_arara,0.0
cat__customer_city_ararangua,0.0
cat__customer_city_arari,0.0
cat__customer_city_ararica,0.0
cat__customer_city_araripe,0.0
cat__customer_city_araripina,0.0
cat__customer_city_araruna,0.0
cat__customer_city_arataca,0.0
cat__customer_city_aratiba,0.0
cat__customer_city_araucaria,0.0
cat__customer_city_arapora,0.0
cat__customer_city_araujos,0.0
cat__customer_city_arceburgo,0.0
cat__customer_city_arcos,0.0
cat__customer_city_arcoverde,0.0
cat__customer_city_areado,0.0
cat__customer_city_areal,0.0
cat__customer_city_arealva,0.0
cat__customer_city_areia,0.0
cat__customer_city_areia branca,0.0
cat__customer_city_areia branca dos assis,0.0
cat__customer_city_areias,0.0
cat__customer_city_arembepe,0.0
cat__customer_city_arapoti,0.0
cat__customer_city_arapongas,0.0
cat__customer_city_aquidauana,0.0
cat__customer_city_aragoiania,0.0
cat__customer_city_aquiraz,0.0
cat__customer_city_aracariguama,0.0
cat__customer_city_aracati,0.0
cat__customer_city_aracatu,0.0
cat__customer_city_arace,0.0
cat__customer_city_araci,0.0
cat__customer_city_aracitaba,0.0
cat__customer_city_aracoiaba,0.0
cat__customer_city_aracoiaba da serra,0.0
cat__customer_city_aracruz,0.0
cat__customer_city_aracuai,0.0
cat__customer_city_aragarcas,0.0
cat__customer_city_araguacu,0.0
cat__customer_city_araponga,0.0
cat__customer_city_araguaia,0.0
cat__customer_city_araguaina,0.0
cat__customer_city_araguapaz,0.0
cat__customer_city_araguari,0.0
cat__customer_city_araguatins,0.0
cat__customer_city_aramari,0.0
cat__customer_city_arame,0.0
cat__customer_city_aramina,0.0
cat__customer_city_arandu,0.0
cat__customer_city_arantina,0.0
cat__customer_city_arapei,0.0
cat__customer_city_arapiraca,0.0
cat__customer_city_americo de campos,0.0
cat__customer_city_americo brasiliense,0.0
cat__customer_city_americano do brasil,0.0
cat__customer_city_alcantara,0.0
cat__customer_city_aguia branca,0.0
cat__customer_city_aimores,0.0
cat__customer_city_aiuaba,0.0
cat__customer_city_aiuruoca,0.0
cat__customer_city_ajapi,0.0
cat__customer_city_ajuricaba,0.0
cat__customer_city_alagoa,0.0
cat__customer_city_alagoa grande,0.0
cat__customer_city_alagoa nova,0.0
cat__customer_city_alagoinha,0.0
cat__customer_city_alagoinhas,0.0
cat__customer_city_alambari,0.0
cat__customer_city_alcinopolis,0.0
cat__customer_city_agudo,0.0
cat__customer_city_alcobaca,0.0
cat__customer_city_alegre,0.0
cat__customer_city_alegrete,0.0
cat__customer_city_alem paraiba,0.0
cat__customer_city_alexandra,0.0
cat__customer_city_alexandria,0.0
cat__customer_city_alexandrita,0.0
cat__customer_city_alexania,0.0
cat__customer_city_alfenas,0.0
cat__customer_city_alfredo chaves,0.0
cat__customer_city_alfredo marcondes,0.0
cat__customer_city_alfredo vasconcelos,0.0
cat__customer_city_agudos,0.0
cat__customer_city_aguas vermelhas,0.0
cat__customer_city_america dourada,0.0
cat__customer_city_agua doce do norte,0.0
cat__customer_city_afogados da ingazeira,0.0
cat__customer_city_afonso claudio,0.0
cat__customer_city_afranio,0.0
cat__customer_city_agisse,0.0
cat__customer_city_agrestina,0.0
cat__customer_city_agrolandia,0.0
cat__customer_city_agronomica,0.0
cat__customer_city_agua boa,0.0
cat__customer_city_agua branca,0.0
cat__customer_city_agua clara,0.0
cat__customer_city_agua comprida,0.0
cat__customer_city_agua doce,0.0
cat__customer_city_agua fria de goias,0.0
cat__customer_city_aguas mornas,0.0
cat__customer_city_agua limpa,0.0
cat__customer_city_agua nova,0.0
cat__customer_city_agua santa,0.0
cat__customer_city_aguai,0.0
cat__customer_city_aguas belas,0.0
cat__customer_city_aguas da prata,0.0
cat__customer_city_aguas de lindoia,0.0
cat__customer_city_aguas de santa barbara,0.0
cat__customer_city_aguas de sao pedro,0.0
cat__customer_city_aguas formosas,0.0
cat__customer_city_aguas frias,0.0
cat__customer_city_aguas lindas de goias,0.0
cat__customer_city_alfredo wagner,0.0
cat__customer_city_alhandra,0.0
cat__customer_city_alianca,0.0
cat__customer_city_alvares machado,0.0
cat__customer_city_alto parana,0.0
cat__customer_city_alto parnaiba,0.0
cat__customer_city_alto piquiri,0.0
cat__customer_city_alto rio doce,0.0
cat__customer_city_alto rio novo,0.0
cat__customer_city_alto santo,0.0
cat__customer_city_alto taquari,0.0
cat__customer_city_altonia,0.0
cat__customer_city_altos,0.0
cat__customer_city_aluminio,0.0
cat__customer_city_alvarenga,0.0
cat__customer_city_alvares florence,0.0
cat__customer_city_alvaro de carvalho,0.0
cat__customer_city_alianca do tocantins,0.0
cat__customer_city_alvinopolis,0.0
cat__customer_city_alvorada,0.0
cat__customer_city_alvorada d'oeste,0.0
cat__customer_city_alvorada do gurgueia,0.0
cat__customer_city_alvorada do norte,0.0
cat__customer_city_amambai,0.0
cat__customer_city_amanari,0.0
cat__customer_city_amapora,0.0
cat__customer_city_amaraji,0.0
cat__customer_city_amarante,0.0
cat__customer_city_amargosa,0.0
cat__customer_city_amelia rodrigues,0.0
cat__customer_city_alto paraiso de goias,0.0
cat__customer_city_alto paraiso,0.0
cat__customer_city_alto jequitiba,0.0
cat__customer_city_alto horizonte,0.0
cat__customer_city_almas,0.0
cat__customer_city_almenara,0.0
cat__customer_city_almino afonso,0.0
cat__customer_city_almirante tamandare,0.0
cat__customer_city_almirante tamandare do sul,0.0
cat__customer_city_alpercata,0.0
cat__customer_city_alpestre,0.0
cat__customer_city_alpinopolis,0.0
cat__customer_city_alta floresta,0.0
cat__customer_city_alta floresta d'oeste,0.0
cat__customer_city_altamira,0.0
cat__customer_city_altamira do parana,0.0
cat__customer_city_altaneira,0.0
cat__customer_city_alterosa,0.0
cat__customer_city_altinho,0.0
cat__customer_city_altinopolis,0.0
cat__customer_city_alto alegre,0.0
cat__customer_city_alto alegre do iguacu,0.0
cat__customer_city_alto alegre do maranhao,0.0
cat__customer_city_alto araguaia,0.0
cat__customer_city_alto bela vista,0.0
cat__customer_city_alto boa vista,0.0
cat__customer_city_alto caparao,0.0
cat__customer_city_alto do rodrigues,0.0
cat__customer_city_alto garcas,0.0
cat__customer_city_arenapolis,0.0
cat__customer_city_aribice,0.0
cat__customer_city_adolfo,0.0
cat__customer_city_boa esperanca,0.0
cat__customer_city_bernardino de campos,0.0
cat__customer_city_bertioga,0.0
cat__customer_city_bertopolis,0.0
cat__customer_city_bezerros,0.0
cat__customer_city_bias fortes,0.0
cat__customer_city_bicas,0.0
cat__customer_city_biguacu,0.0
cat__customer_city_bilac,0.0
cat__customer_city_birigui,0.0
cat__customer_city_biritiba-mirim,0.0
cat__customer_city_biritinga,0.0
cat__customer_city_bituruna,0.0
cat__customer_city_boa esperanca do iguacu,0.0
cat__customer_city_bequimao,0.0
cat__customer_city_boa esperanca do sul,0.0
cat__customer_city_boa ventura,0.0
cat__customer_city_boa viagem,0.0
cat__customer_city_boa vista,0.0
cat__customer_city_boa vista da aparecida,0.0
cat__customer_city_boa vista das missoes,0.0
cat__customer_city_boa vista do cadeado,0.0
cat__customer_city_boa vista do gurupi,0.0
cat__customer_city_boa vista do sul,0.0
cat__customer_city_boca da mata,0.0
cat__customer_city_bocaina,0.0
cat__customer_city_bocaiuva,0.0
cat__customer_city_berilo,0.0
cat__customer_city_bento goncalves,0.0
cat__customer_city_bodo,0.0
cat__customer_city_bela vista,0.0
cat__customer_city_barroso,0.0
cat__customer_city_bastos,0.0
cat__customer_city_bataguassu,0.0
cat__customer_city_bataipora,0.0
cat__customer_city_batalha,0.0
cat__customer_city_batatais,0.0
cat__customer_city_bataypora,0.0
cat__customer_city_baturite,0.0
cat__customer_city_bayeux,0.0
cat__customer_city_bebedouro,0.0
cat__customer_city_beberibe,0.0
cat__customer_city_bela cruz,0.0
cat__customer_city_bela vista de goias,0.0
cat__customer_city_bento de abreu,0.0
cat__customer_city_bela vista de minas,0.0
cat__customer_city_bela vista do maranhao,0.0
cat__customer_city_bela vista do paraiso,0.0
cat__customer_city_belem do sao francisco,0.0
cat__customer_city_belmonte,0.0
cat__customer_city_belo campo,0.0
cat__customer_city_belo jardim,0.0
cat__customer_city_belo oriente,0.0
cat__customer_city_belo vale,0.0
cat__customer_city_benedito leite,0.0
cat__customer_city_benedito novo,0.0
cat__customer_city_benevides,0.0
cat__customer_city_bocaiuva do sul,0.0
cat__customer_city_bodoco,0.0
cat__customer_city_arinos,0.0
cat__customer_city_borrazopolis,0.0
cat__customer_city_bonfinopolis de minas,0.0
cat__customer_city_boninal,0.0
cat__customer_city_bonito,0.0
cat__customer_city_bonito de minas,0.0
cat__customer_city_bonito de santa fe,0.0
cat__customer_city_boqueirao do leao,0.0
cat__customer_city_boquim,0.0
cat__customer_city_boquira,0.0
cat__customer_city_bora,0.0
cat__customer_city_boraceia,0.0
cat__customer_city_borborema,0.0
cat__customer_city_borda da mata,0.0
cat__customer_city_bossoroca,0.0
cat__customer_city_bonfim paulista,0.0
cat__customer_city_botelho,0.0
cat__customer_city_botelhos,0.0
cat__customer_city_botupora,0.0
cat__customer_city_botuvera,0.0
cat__customer_city_braco do norte,0.0
cat__customer_city_braco do rio,0.0
cat__customer_city_braganca,0.0
cat__customer_city_bras pires,0.0
cat__customer_city_brasil novo,0.0
cat__customer_city_brasilandia,0.0
cat__customer_city_brasilandia de minas,0.0
cat__customer_city_brasileia,0.0
cat__customer_city_bonfinopolis,0.0
cat__customer_city_bonfim,0.0
cat__customer_city_bodoquena,0.0
cat__customer_city_bom jesus do amparo,0.0
cat__customer_city_bofete,0.0
cat__customer_city_boituva,0.0
cat__customer_city_bom conselho,0.0
cat__customer_city_bom despacho,0.0
cat__customer_city_bom jardim,0.0
cat__customer_city_bom jardim de goias,0.0
cat__customer_city_bom jardim de minas,0.0
cat__customer_city_bom jesus,0.0
cat__customer_city_bom jesus da lapa,0.0
cat__customer_city_bom jesus da penha,0.0
cat__customer_city_bom jesus da serra,0.0
cat__customer_city_bom jesus das selvas,0.0
cat__customer_city_bom jesus do araguaia,0.0
cat__customer_city_bombinhas,0.0
cat__customer_city_bom jesus do galho,0.0
cat__customer_city_bom jesus do itabapoana,0.0
cat__customer_city_bom jesus do norte,0.0
cat__customer_city_bom jesus do querendo,0.0
cat__customer_city_bom jesus do sul,0.0
cat__customer_city_bom jesus do tocantins,0.0
cat__customer_city_bom jesus dos perdoes,0.0
cat__customer_city_bom principio,0.0
cat__customer_city_bom repouso,0.0
cat__customer_city_bom retiro,0.0
cat__customer_city_bom retiro do sul,0.0
cat__customer_city_bom sucesso,0.0
cat__customer_city_barros cassal,0.0
cat__customer_city_barrolandia,0.0
cat__customer_city_barrocas,0.0
cat__customer_city_avare,0.0
cat__customer_city_atalanta,0.0
cat__customer_city_ataleia,0.0
cat__customer_city_atilio vivacqua,0.0
cat__customer_city_augustinopolis,0.0
cat__customer_city_augusto correa,0.0
cat__customer_city_augusto pestana,0.0
cat__customer_city_aurea,0.0
cat__customer_city_auriflama,0.0
cat__customer_city_aurilandia,0.0
cat__customer_city_aurora,0.0
cat__customer_city_aurora do para,0.0
cat__customer_city_avanhandava,0.0
cat__customer_city_avelar,0.0
cat__customer_city_astolfo dutra,0.0
cat__customer_city_avelino lopes,0.0
cat__customer_city_azurita,0.0
cat__customer_city_bacabal,0.0
cat__customer_city_bacaxa,0.0
cat__customer_city_bacuri,0.0
cat__customer_city_bady bassitt,0.0
cat__customer_city_baependi,0.0
cat__customer_city_bage,0.0
cat__customer_city_baianopolis,0.0
cat__customer_city_baixa grande,0.0
cat__customer_city_baixa grande do ribeiro,0.0
cat__customer_city_baixo guandu,0.0
cat__customer_city_astorga,0.0
cat__customer_city_assuncao,0.0
cat__customer_city_barro alto,0.0
cat__customer_city_arroio do tigre,0.0
cat__customer_city_aripuana,0.0
cat__customer_city_ariquemes,0.0
cat__customer_city_ariranha,0.0
cat__customer_city_armacao dos buzios,0.0
cat__customer_city_armazem,0.0
cat__customer_city_arneiroz,0.0
cat__customer_city_arraial d ajuda,0.0
cat__customer_city_arraial d'ajuda,0.0
cat__customer_city_arraial do cabo,0.0
cat__customer_city_arraias,0.0
cat__customer_city_arroio do meio,0.0
cat__customer_city_arroio do sal,0.0
cat__customer_city_arroio dos ratos,0.0
cat__customer_city_assis chateaubriand,0.0
cat__customer_city_arroio grande,0.0
cat__customer_city_arroio trinta,0.0
cat__customer_city_arrozal,0.0
cat__customer_city_artur nogueira,0.0
cat__customer_city_aruana,0.0
cat__customer_city_aruja,0.0
cat__customer_city_arvoredo,0.0
cat__customer_city_arvorezinha,0.0
cat__customer_city_ascurra,0.0
cat__customer_city_assai,0.0
cat__customer_city_assare,0.0
cat__customer_city_assis,0.0
cat__customer_city_baldim,0.0
cat__customer_city_balneario arroio do silva,0.0
cat__customer_city_balneario barra do sul,0.0
cat__customer_city_barra do rio azul,0.0
cat__customer_city_barra de santa rosa,0.0
cat__customer_city_barra de santo antonio,0.0
cat__customer_city_barra de sao francisco,0.0
cat__customer_city_barra de sao joao,0.0
cat__customer_city_barra de sao miguel,0.0
cat__customer_city_barra do bugres,0.0
cat__customer_city_barra do choca,0.0
cat__customer_city_barra do corda,0.0
cat__customer_city_barra do garcas,0.0
cat__customer_city_barra do mendes,0.0
cat__customer_city_barra do pirai,0.0
cat__customer_city_barra do ribeiro,0.0
cat__customer_city_barra do tarrachil,0.0
cat__customer_city_balneario gaivota,0.0
cat__customer_city_barra do turvo,0.0
cat__customer_city_barra dos coqueiros,0.0
cat__customer_city_barra longa,0.0
cat__customer_city_barra velha,0.0
cat__customer_city_barracao,0.0
cat__customer_city_barras,0.0
cat__customer_city_barreira,0.0
cat__customer_city_barreirinhas,0.0
cat__customer_city_barreiros,0.0
cat__customer_city_barretos,0.0
cat__customer_city_barrinha,0.0
cat__customer_city_barro,0.0
cat__customer_city_barra de guabiraba,0.0
cat__customer_city_barra da estiva,0.0
cat__customer_city_barra bonita,0.0
cat__customer_city_barra,0.0
cat__customer_city_balneario picarras,0.0
cat__customer_city_balneario pinhal,0.0
cat__customer_city_balneario rincao,0.0
cat__customer_city_balsa nova,0.0
cat__customer_city_balsamo,0.0
cat__customer_city_balsas,0.0
cat__customer_city_bambui,0.0
cat__customer_city_bananal,0.0
cat__customer_city_bananeiras,0.0
cat__customer_city_bandeira,0.0
cat__customer_city_bandeira do sul,0.0
cat__customer_city_bandeirantes,0.0
cat__customer_city_bandeirantes d'oeste,0.0
cat__customer_city_bandeirantes do tocantins,0.0
cat__customer_city_banzae,0.0
cat__customer_city_barao ataliba nogueira,0.0
cat__customer_city_barao de cocais,0.0
cat__customer_city_barao de cotegipe,0.0
cat__customer_city_barao de juparana,0.0
cat__customer_city_barauna,0.0
cat__customer_city_barbacena,0.0
cat__customer_city_barbalha,0.0
cat__customer_city_barbosa ferraz,0.0
cat__customer_city_barcarena,0.0
cat__customer_city_bariri,0.0
cat__customer_city_corumba,0.0
cat__customer_city_corumba de goias,0.0
cat__customer_city_corumbaiba,0.0
cat__customer_city_itapaci,0.0
cat__customer_city_itambe,0.0
cat__customer_city_itamira,0.0
cat__customer_city_itamogi,0.0
cat__customer_city_itamonte,0.0
cat__customer_city_itanhaem,0.0
cat__customer_city_itanhandu,0.0
cat__customer_city_itanhanga,0.0
cat__customer_city_itanhem,0.0
cat__customer_city_itanhomi,0.0
cat__customer_city_itaobim,0.0
cat__customer_city_itaoca,0.0
cat__customer_city_itaocara,0.0
cat__customer_city_itapage,0.0
cat__customer_city_itambacuri,0.0
cat__customer_city_itapagipe,0.0
cat__customer_city_itapaje,0.0
cat__customer_city_itaparica,0.0
cat__customer_city_itape,0.0
cat__customer_city_itapecerica,0.0
cat__customer_city_itapecuru mirim,0.0
cat__customer_city_itapejara d'oeste,0.0
cat__customer_city_itapema,0.0
cat__customer_city_itapemirim,0.0
cat__customer_city_itaperucu,0.0
cat__customer_city_itaperuna,0.0
cat__customer_city_itapetim,0.0
cat__customer_city_itambaraca,0.0
cat__customer_city_itamari,0.0
cat__customer_city_itapetininga,0.0
cat__customer_city_itaicaba,0.0
cat__customer_city_itacoatiara,0.0
cat__customer_city_itacurussa,0.0
cat__customer_city_itagi,0.0
cat__customer_city_itagiba,0.0
cat__customer_city_itagimirim,0.0
cat__customer_city_itaguacu,0.0
cat__customer_city_itaguacu da bahia,0.0
cat__customer_city_itaguai,0.0
cat__customer_city_itaguaje,0.0
cat__customer_city_itaguara,0.0
cat__customer_city_itaguaru,0.0
cat__customer_city_itai,0.0
cat__customer_city_itaiopolis,0.0
cat__customer_city_itamarandiba,0.0
cat__customer_city_itaipava,0.0
cat__customer_city_itaipulandia,0.0
cat__customer_city_itaitinga,0.0
cat__customer_city_itaituba,0.0
cat__customer_city_itaja,0.0
